Name,Address,Votes,Rating,cost,Longitude,Latitude
"Singas Famous Pizza
                                    "," 840 Newark Avenue, Jersey City 07306",10 votes,"
                                        3.7
                                    ",Cost for two:$22,-74.06679450000001,40.73602530000001
"Mama Leona
                                    "," 249 Central Ave, Jersey City 07307",2 votes,"
                                        3.2
                                    ",Cost for two:$12,-74.0512857,40.7435999
"Carmine's Italian Deli
                                    "," 165 Mallory Ave, Jersey City 07304",13 votes,"
                                        4.3
                                    ",Cost for two:$5,-74.0878742,40.7201719
"Lorenzo's Restaurant & Bar
                                    "," 56 County Ave, Secaucus 07094",11 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.0685441,40.7668428
"Original Presto's Brick Oven Pizza & Pasta
                                    "," 6001 Park Avenue, West New York 07093",15 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.0092864,40.7857002
"Laico's Restaurant & Cocktail
                                    "," 67 Terhune Avenue, Jersey City 07305",43 votes,"
                                        4.5
                                    ",Cost for two:$80,-74.0950326,40.7032344
"La Sorrentina
                                    "," 7831 Bergenline Ave, North Bergen 07047",50 votes,"
                                        3.8
                                    ",Cost:$$$$,-74.0069911,40.8017289
"Rizzo Bros.
                                    "," 208 Central Ave., Jersey City 07307",1 vote,"
                                        3.2
                                    ",Cost for two:$5,-74.05206609999999,40.7416644
"Rita & Joe's Italian
                                    "," 142 Broadway, Jersey City 07306",15 votes,"
                                        3.8
                                    ",Cost for two:$12,-74.0743712,40.7370095
"Cafe Bello
                                    "," 1044 Ave C, Bayonne 07002",19 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.1042899,40.68389
"Buon Appetito - New Jersey
                                    ", 906 Broadway 07002,19 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.1057123,40.6783689
"Panevino
                                    ", 637 West Mount Pleasant Ave 07039,36 votes,"
                                        3.7
                                    ",Cost:$$$$,-74.3582433,40.7997255
"M&E Caruso's Ristorante
                                    "," 545 Union Blvd, Totowa 07512",9 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.2183682,40.9000672
"Benny Tudino's
                                    "," 622 Washington Street, Hoboken 07030",75 votes,"
                                        3.8
                                    ",Cost for two:$30,-74.0291561,40.7442476
"Il Castello's
                                    "," 81 Main St, Woodbridge 07095",21 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.2795983,40.5540645
"IL-Giardino
                                    "," 103 Miln St, Cranford 07016",6 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.30627539999999,40.656457
"Rosie's Bistro Italiano
                                    "," 10 Palmer Ave, Bronxville 10708",71 votes,"
                                        4.3
                                    ",Cost:$$$$,-73.8378948,40.9412465
"Cousins pizzeria & Restaurant
                                    "," 543 bloomfield ave., Bloomfield 07003",3 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.1967602,40.7924768
"Calabria Pizzeria
                                    "," 588 S Livingston Ave, Livingston 07039",14 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.32598279999999,40.7734736
"Scalini Fedeli
                                    "," 63 Main St, Chatham 07928",29 votes,"
                                        4.0
                                    ",Cost:$$$$,-74.37446299999999,40.7390799
"Cousins Pizza & Restaurant
                                    ", 543 Bloomfield Avenue 07003,3 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.1967602,40.7924768
"Mona Lisa Cafe
                                    "," 53 W Main St, Bogota 07603",2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.0294844,40.8782215
"La Catena
                                    "," 386 E Westfield Ave, Roselle Park 07204",3 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.2506478,40.66328499999999
"Olive Garden Italian Restaurant
                                    ", 510 Woodbridge Center Drive 07095,5 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.30496219999999,40.5563316
"Presto's New York Brick Oven Pizza & Pasta
                                    "," 772 Main Street, Hackensack 07601",14 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.0421988,40.9033197
"Ciao Restaurant
                                    "," 5-7 John R Albanese Pl, Eastchester 10709",25 votes,"
                                        4.0
                                    ",Cost:$$$$,-73.8185317,40.949642
"Il Palazzo Restaurant & Catering
                                    ", 600 Ringwood Avenue 07465,9 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.2886867,41.050488
"Cucina Calandra
                                    "," 216 Us-46, Fairfield 07004",15 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.3007753,40.8746214
"Rocco's Pizzeria
                                    "," 30 Cook Plz, Madison 07940",13 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.415539,40.759684
"Crecco's Cafe
                                    "," 655d westwood ave, River Vale 07675",7 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.00654759999999,40.9944709
"Davia Restaurant
                                    "," 6-09 fair lawn ave., Fair Lawn 07410",3 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.13457079999999,40.9355243
"Salugo Bistro
                                    "," 510 Bloomfield Ave, Verona 07044",2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.2438069,40.8310475
"Water & Wine
                                    ", 141 Stirling Road 07069,15 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.455631,40.6362116
"Fratelli's Restaurant Pizzeria
                                    "," 500 Rt-35, Red Bank 07701",9 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.09252029999999,40.3765831
"Provesi of Morristown
                                    "," 50 South St, Morristown 07960",43 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.4794235,40.7953034
"La Pastaria
                                    "," 30 Linden Pl, Red Bank 07701",28 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.063816,40.3492436
"Luigi's Famous Brick Oven Pizza & Catering
                                    "," 650 Newman Springs Road, Behind Bank of America, Lincroft 07738",10 votes,"
                                        3.9
                                    ",Cost:$$$$,-74.1203381,40.33176
"Scaramella's Restaurant
                                    "," 1 Southfield Ave, Dobbs Ferry 10522",13 votes,"
                                        3.9
                                    ",Cost:$$$$,-73.85052250000001,41.0125871
"Menlo Pizza
                                    "," 170 Lafayette Avenue, Edison 08837",8 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.3346213,40.5435761
"V & F Pizza
                                    "," 309 State Route 35, Cliffwood 07721",3 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.2256361,40.4383519
"Panico's Pizza
                                    "," 94 Church St, New Brunswick 08901",26 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.4437009,40.4958528
"Pieros
                                    "," 44 S Regent St, Port Chester 10528",16 votes,"
                                        4.0
                                    ",Cost:$$$$,-73.674706,41.0034907
"Cafe Gallo
                                    ", 1153 Inman Avenue 08820,4 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.3679799,40.5963724
"Cortina Ristorante
                                    "," 118 Berkshire Ave, Paterson 07502",0 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.1947739,40.9170828
"New Corner Restaurant
                                    "," 22 E Front St, Red Bank 07701",8 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.0644585,40.3522494
"Attilio's Pizzeria
                                    "," 4057 Asbury Ave, Tinton Falls 07753",11 votes,"
                                        3.8
                                    ",Cost:$$$$,-74.0785702,40.2364431
"Travato's Due II
                                    "," 4 Barbara Ln, Oakland 07436",4 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.24301400000002,41.0274127
"Anthony's Pizza and Pasta
                                    "," 47 S Park Pl, Morristown 07960",10 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.4804733,40.7964448
"Bacci Restaurant
                                    "," 3857 County Rd 516, Old Bridge 08857",7 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.297989,40.4022671
"A & S Fine Foods Of Wyckoff
                                    "," 525 Cedar Hill Rd, Wyckoff 07481",7 votes,"
                                        3.8
                                    ",Cost:$$$$,-74.1692272,40.986278
"Gianna's Restaurant
                                    "," 711 Main St, Caldwell 07006",4 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.25280149999999,40.8814746
"Ah' Pizz - Denville
                                    ", 4 West Main Street 07834,2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.5118588,40.9007663
"Trattoria 632
                                    ", 632 Anderson Hill Road 10577,5 votes,"
                                        3.1
                                    ",Cost:$$$$,-73.7017893,41.0379656
"Lovey's Pizza & Grill
                                    ", 91 West Hanover Avenue 07950,1 vote,"
                                        2.8
                                    ",Cost:$$$$,-74.4888982,40.8237844
"Brunswick Pizza & Grill
                                    ", 112 Church Street 08901,3 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.4446461,40.4957173
"Torcello
                                    "," 91 Broad St, Red Bank 07701",1 vote,"
                                        3.2
                                    ",Cost:$$$$,-74.0648715,40.3491202
"The Pizza & Pasta Factory
                                    "," 2 Ryan Road, Marlboro 07746",3 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.2533294,40.3042652
"Casa Rina Restaurant
                                    "," 886 Commerce St, Thornwood 10594",13 votes,"
                                        3.7
                                    ",Cost:$$$$,-73.7801906,41.1228584
"Viana Pizza And Pasta
                                    "," 91 Cortland Street, Sleepy Hollow 10591",3 votes,"
                                        3.0
                                    ",Cost:$$$$,-73.86425799999999,41.0807822
"Maggie's Town Tavern
                                    "," 10 Van Ness Ave, Little Falls 07424",50 votes,"
                                        3.8
                                    ",Cost:$$$$,-74.2229308,40.8805722
"Lucio's Pizzeria
                                    "," 76 Washington Ave, Pleasantville 10570",13 votes,"
                                        3.7
                                    ",Cost:$$$$,-73.7920252,41.1366145
"The Village Inn
                                    "," 422 Runnymede Dr, Wayne 07470",16 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.2270576,40.9256061
"Village Gourmet Cafe & Catering
                                    "," 525 High Mountain Rd, North Haledon 07508",3 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.1816589,40.9556676
"Di Mola's Pizza and Restaurant
                                    ", 1060 US Highway 22 07060,9 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.449563,40.61928289999999
"Luigi's
                                    "," 183 Anderson Ave, Fairview 07022",5 votes,"
                                        3.5
                                    ",Cost:$$$$,-73.99643209999999,40.81511560000001
"M & S Pizza II
                                    "," 456 US Hwy 46, Dover 07801",10 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.5386611,40.8876147
"Pizza Stop
                                    "," 340 Hamilton Blvd, South Plainfield 07080",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.41425,40.5769873
"Larios Pizza Pan y Cafe
                                    "," 261 Union Ave, Paterson 07502",4 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.1908412,40.9178315
"Strega Bistro
                                    "," 430 Springfield Ave F, Berkeley Heights 07922",12 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.4384254,40.684475
"Cousins pizza and Restaurant
                                    "," 187 Rivervale Rd, River Vale 07675",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.0059811,40.99420629999999
"New York Fried Chicken & Pizza
                                    "," 514 Clinton Ave, Newark 07108",16 votes,"
                                        4.3
                                    ",Cost:$$$$,-74.2016696,40.7216489
"Francesco's Pizza
                                    "," 2595 Woodbridge Ave, Edison 08817",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.37208059999999,40.5086297
"Tj's Pizza & Subs
                                    "," 3107 Bordentown Ave, Parlin 08859",8 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.31439329999999,40.4503119
"Our Place Pizza
                                    "," 938 Inman Ave, Edison 08820",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.3509119,40.5977501
"Trama's Trattoria
                                    ", 115 Brighton Avenue,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-73.98714509999999,40.2846734
"Tony D's
                                    "," 3 Hanford Place, Caldwell 07006",6 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.2783377,40.8413237
"Vitale's Trattoria
                                    "," Route 46, Parsippany-Troy Hills 07054",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.4062448,40.8653026
"MJ's Pizza Bar & Grill
                                    "," 1005 State Route 35, Middletown 07748",5 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.1067906,40.3965773
"Francesco Pizzeria & Restaurant
                                    "," 23 N Main St, Milltown 08850",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.4382279,40.451974
"Pizzuto Ravioli & Macaroni
                                    "," 15 Main St, Eatontown 07724",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.05988540000001,40.3051312
"Piazza Pizzeria & Ice Cream
                                    "," 520 Milton Rd, Rye 10580",21 votes,"
                                        4.1
                                    ",Cost:$$$$,-73.6882711,40.962598
"Trattoria Carpaccio
                                    "," 120 Grand Ave, Englewood 07631",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-73.9762306,40.8893054
"New York Pizza Company
                                    "," 3399 Crompond Road, Yorktown Heights 10598",1 vote,"
                                        2.9
                                    ",Cost:$$$$,-73.8322742,41.2908261
"Rose's Pizza & Ice Cream
                                    "," 4 Brunswick Ave, Edison 08817",7 votes,"
                                        3.6
                                    ",Cost:$$$$,-74.4134026,40.5249621
"Mia Pizzeria
                                    "," 3121 East Main St. (Cortlandt Town Center), Mohegan Lake 10547",1 vote,"
                                        3.1
                                    ",Cost:$$$$,-73.86781429999999,41.3098985
"Papa John's Pizza
                                    ", 405 Rt. 18 South 08816,3 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.3979727,40.4480901
"Rini's Restaurant & Wine Bar
                                    "," 12 W Main St, Elmsford 10523",10 votes,"
                                        3.4
                                    ",Cost:$$$$,-73.82209879999999,41.0529863
"Franco Pizzeria
                                    "," 907 Bloomfield Ave, West Caldwell 07006",6 votes,"
                                        3.5
                                    ",Cost:$$$$,-74.3004996,40.8535446
"Ferazzoli's Italian Kitchen
                                    "," 317 Union Avenue, Rutherford 07070",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1135697,40.8360575
"The Brick Oven Pizza
                                    ", 147 Main Street 10522,7 votes,"
                                        3.6
                                    ",Cost:$$$$,-73.87411220000001,41.0161167
"Anna Artuso's Pastry Shop
                                    "," 969 Mclean Ave, Yonkers 10704",4 votes,"
                                        3.5
                                    ",Cost:$$$$,-73.8660153,40.9029438
"Euro Pizzeria
                                    ", 120 East Post Road 10601,4 votes,"
                                        2.9
                                    ",Cost:$$$$,-73.7666777,41.0285558
"Angelo's Pizza and Pasta
                                    ", 147 Irving Avenue 10573,2 votes,"
                                        3.1
                                    ",Cost:$$$$,-73.66498,41.0024829
"Domino's Pizza
                                    ", 98 East Main Street 07446,1 vote,"
                                        3.2
                                    ",Cost:$$$$,-74.1392501,41.0573033
"The Parlor
                                    ", 14 Cedar Street 10522,5 votes,"
                                        3.2
                                    ",Cost:$$$$,-73.870931,41.0153474
"Domino's Pizza
                                    "," Us Hwy 9, Marlboro 07746",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.29458679999999,40.2843642
"Domino's Pizza
                                    ", 629 Springfield Avenue 07922,2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.4470152,40.68188689999999
"Amici Pasta & Pizza
                                    "," 225 Demott Lane, Franklin Township 08873",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.5087456,40.5095698
"10th Street Live
                                    "," 104 North 10th Street, Kenilworth 07033",2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.30189829999999,40.6774192
"Torino Pizza Restaurant
                                    "," 444 Rochelle Ave, Rochelle Park 07662",4 votes,"
                                        3.3
                                    ",Cost:$$$$,-74.072914,40.909933
"The Point
                                    "," 160 Bergen Blvd, Fairview 07022",3 votes,"
                                        3.4
                                    ",Cost:$$$$,-74.0016887,40.8169601
"Little Caesars Pizza
                                    "," 715 Park Ave, Plainfield 07060",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.41692619999999,40.6148871
"Casa Turano Pizzeria
                                    "," 122 N Beverwyck Rd, Lake Hiawatha 07034",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.38161020000001,40.8839833
"Rustoni's Pizza
                                    ", 309 Main Street 08872,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.3589764,40.47048729999999
"Domino's Pizza
                                    ", 13 Washington Avenue 07628,1 vote,"
                                        3.3
                                    ",Cost:$$$$,-73.9943661,40.9367976
"Allendale Cafe
                                    "," 83 West Allendale Avenue, Allendale 07401",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1289904,41.0304566
"Papa John's Pizza
                                    ", 450 North Beverwyck Road Ste 7 07054,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.38371769999999,40.8754063
"Pizza Hut
                                    "," 156 Market St, Paterson 07505",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1715382,40.9163347
"Center City Pizza
                                    ", 301 Main Street 08902,Cuisines: ,"
                                        -
                                    ",Cost:$$$$, , 
"Papa John's Pizza
                                    ", 185 Straight Street. 07505,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1662312,40.9179626
"Papa John's Pizza
                                    ", 312 Rahway Avenue. 07202,2 votes,"
                                        3.2
                                    ",Cost:$$$$,-74.2236645,40.6587272
"Domino's Pizza
                                    ", 101 North Avenue West 07016,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.3067338,40.6555144
"Vinny's Pizza & Pasta
                                    ", 28 Eastman Street 07016,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.305714,40.6561758
"Domino's Pizza
                                    ", 467 Springfield Avenue,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.200991,40.731886
"EZ-Pizza
                                    "," 155 RT. 17 South, Hasbrouck Heights 07604",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.0720078,40.8548189
"Domino's
                                    "," 6 Orient Way, Rutherford 07070",1 vote,"
                                        3.2
                                    ",Cost:$$$$,-74.10127299999999,40.8278285
"Pizza Hut
                                    ", 487 Bloomfield Avenue. 07107,Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1842025,40.7722203
"Domino's Pizza
                                    ", 333 Union Avenue,",","
                                        -
                                    ",Cost:$$$$,-119.0038919,35.3595901
"Scarpa's Pizza
                                    "," 317 Union Ave, Rutherford 07070",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1135697,40.8360575
"Mike's Coffee Shop & Pizzeria
                                    "," 873 Broad St, Newark 07102",Cuisines: ,"
                                        -
                                    ",Cost:$$$$,-74.1738714,40.7334965
